AVG,OBP,SLG,OPS,BB%,K%,ISO,LD%,Pull%,EV,LA,Barrel%,HardHit%,maxEV,Contact%,HR,R,RBI
0.269,0.348514851,0.390519187,0.739034038,0.107843137,0.192156862,0.121896163,0.232558139,0.32676056,88.83286261,11.85673074,0.04507042,0.36056338,109.065,0.79879518,9,66,56
0.268,0.36297376,0.446880269,0.809854029,0.126637554,0.234352256,0.178752108,0.216091954,0.33103448,91.25514547,12.81118669,0.11926606,0.50688073,111.729,0.75379696,25,89,80
0.268,0.340306834,0.369905956,0.71021279,0.097493036,0.104456824,0.101880878,0.252669039,0.3,85.97466498,10.67475951,0.01052632,0.1877193,105.154,0.90386266,5,93,54
0.268,0.349042709,0.361809045,0.710851754,0.107511045,0.13843888,0.093802345,0.224409448,0.2480315,90.5637995,4.957293278,0.03740157,0.43110236,110.597,0.87636364,10,84,57
0.268,0.315249266,0.468152866,0.783402132,0.052785923,0.258064516,0.200636943,0.187363834,0.51198257,88.5092933,10.81977103,0.09586057,0.40522876,111.431,0.7930131,28,101,86
0.267,0.315589353,0.40946502,0.725054373,0.064638783,0.2243346,0.141975309,0.17204301,0.42741935,88.06786712,12.72083773,0.06182796,0.3844086,111.724,0.74356618,14,48,72
0.267,0.328440366,0.403614457,0.732054823,0.07706422,0.194495412,0.136546184,0.211734693,0.35877863,87.18927376,8.96526975,0.05089059,0.42748092,110.814,0.83867277,11,68,49
0.267,0.341968911,0.471734892,0.813703803,0.092624356,0.171526586,0.204678362,0.179425837,0.48325359,88.73251087,13.85028032,0.08293839,0.41943128,113.609,0.73822464,25,89,76
0.267,0.31588785,0.490981963,0.806869813,0.063551401,0.284112149,0.224448897,0.216138328,0.42074928,92.56876463,11.61899217,0.14985591,0.52737752,114.127,0.68074656,25,71,77
0.266,0.34015748,0.46031746,0.80047494,0.085536547,0.139968895,0.194003528,0.217118997,0.3436853,88.55522204,12.49416324,0.07172131,0.34631148,110.758,0.87307692,21,94,71
0.266,0.361801242,0.422101449,0.783902691,0.125193199,0.157650695,0.155797102,0.186403508,0.38377193,88.8555951,8.303986934,0.07189542,0.40522876,112.237,0.80599647,17,78,71
0.266,0.355345911,0.538043478,0.893389389,0.113207547,0.136792452,0.271739131,0.191897654,0.56808511,90.01135597,18.30365821,0.1106383,0.42340426,112.573,0.8684669,36,111,103
0.266,0.367158671,0.402597402,0.769756073,0.088560885,0.178966789,0.136363636,0.200542005,0.41734417,87.68257195,10.9020271,0.04878049,0.36314363,107.965,0.80084299,13,71,61
0.266,0.312159709,0.420743639,0.732903348,0.063176895,0.211191335,0.154598825,0.221105527,0.30174564,90.06195038,10.16812456,0.0723192,0.42394015,112.164,0.77541142,14,67,67
0.266,0.315359477,0.458928571,0.774288048,0.066993464,0.165032679,0.192857143,0.207708779,0.50107066,88.77758632,16.9482631,0.07280514,0.38115632,110.263,0.81244364,26,71,93
0.266,0.319826338,0.458528951,0.778355289,0.06512301,0.2170767,0.192488263,0.210204081,0.39591837,89.85940689,13.0083227,0.08367347,0.42244898,110.805,0.71921182,26,102,76
0.266,0.379527559,0.438202247,0.817729806,0.147335423,0.195924764,0.172284645,0.232273838,0.42995169,88.25456687,15.08286336,0.04830918,0.36231884,110.079,0.83679525,19,94,65
0.266,0.314563106,0.466527196,0.781090302,0.058252427,0.293203883,0.20083682,0.243161094,0.36778116,91.76047423,15.01635593,0.11854103,0.47112462,109.968,0.73560976,23,75,70
0.266,0.343042071,0.437269372,0.780311443,0.092084006,0.24555735,0.171586716,0.246192893,0.40954774,88.20795799,15.06300074,0.07017544,0.30576441,108.981,0.74273128,18,79,65
0.266,0.325301204,0.407969639,0.733270843,0.079173838,0.173838209,0.142314991,0.21113689,0.30858469,89.96760003,4.603160252,0.07192575,0.45939675,112.18,0.79482263,13,72,63
0.266,0.375234521,0.5625,0.937734521,0.14446529,0.238273921,0.296875,0.264615384,0.43384615,92.94685096,18.16059345,0.17230769,0.53230769,114.064,0.73469388,36,73,99
0.266,0.350844277,0.413276231,0.764120508,0.099437148,0.236397748,0.147751606,0.183139534,0.44476744,91.15818594,10.8349366,0.12790698,0.49709302,116.634,0.77294686,15,71,50
0.265,0.334254143,0.538343558,0.872597701,0.09116022,0.201657458,0.273006135,0.208251473,0.51277014,89.73472308,20.34620978,0.09823183,0.41257367,109.485,0.80637813,45,115,102
0.265,0.324324324,0.40034662,0.724670944,0.073015873,0.176190476,0.135181976,0.195698924,0.38461538,88.64586427,8.694747925,0.06196581,0.37606838,112.818,0.81066176,13,95,57
0.265,0.334482758,0.497076023,0.831558781,0.087328767,0.215753424,0.231968811,0.184343434,0.41414141,92.85573755,11.83797755,0.135,0.52,117.47,0.71939231,32,79,86
0.265,0.35324232,0.481481481,0.834723801,0.105802047,0.230375426,0.216374269,0.234210526,0.41315789,88.15632453,15.05116545,0.10263158,0.39736842,110.388,0.74149034,25,86,73
0.265,0.318681318,0.494023904,0.812705222,0.051188299,0.336380255,0.229083665,0.184952978,0.4423676,90.10403154,10.64302533,0.13354037,0.45031056,116.738,0.6222597,31,80,87
0.265,0.321561338,0.391919191,0.713480529,0.06864564,0.13729128,0.127272727,0.209026128,0.3498818,86.20217634,11.54411272,0.02836879,0.3286052,109.433,0.81907895,9,66,48
0.264,0.341284403,0.411157024,0.752441427,0.105454545,0.249090909,0.146694215,0.229226361,0.37321937,88.16813151,8.424967448,0.04788732,0.30704225,104.554,0.78762887,11,69,44
0.264,0.320825515,0.420081967,0.740907482,0.073170731,0.191369606,0.155737705,0.167095115,0.43187661,88.21889168,5.441651646,0.06940874,0.40874036,109.386,0.77314344,17,66,65
0.264,0.314136125,0.418867924,0.733004049,0.055459272,0.188908145,0.154716981,0.227488151,0.40654206,86.18964844,12.3580389,0.04439252,0.30607477,109.538,0.81343284,16,60,78
0.264,0.34457478,0.443521594,0.788096374,0.098240469,0.146627565,0.179401993,0.183794466,0.4229249,92.14321887,10.46255095,0.11067194,0.49209486,116.696,0.78687196,26,78,94
0.264,0.367272727,0.487124463,0.85439719,0.123636363,0.156363636,0.223175966,0.215584415,0.48311688,90.34539795,18.93717575,0.07792208,0.41298701,107.871,0.8490566,23,93,58
0.264,0.356697819,0.414721723,0.771419542,0.124610591,0.252336448,0.150807899,0.180904522,0.2638191,90.82553392,4.978928456,0.09547739,0.45477387,113.893,0.79118136,18,75,72
0.264,0.294117647,0.429447852,0.723565499,0.033268101,0.154598825,0.165644172,0.178484107,0.40875912,86.87272693,9.944223119,0.05352798,0.33333333,109.29,0.79743083,17,45,52
0.264,0.315254237,0.542124542,0.857378779,0.050420168,0.28907563,0.278388279,0.19680851,0.46808511,89.07158333,16.10354688,0.15223097,0.41732283,113.648,0.68519969,38,90,80
0.264,0.323920265,0.421245421,0.745165686,0.07475083,0.154485049,0.157509158,0.209606986,0.38209607,89.23280736,8.800888095,0.05021834,0.37554585,112.444,0.86307054,13,81,54
0.263,0.375,0.411538461,0.786538461,0.136363636,0.254870129,0.148076923,0.265753424,0.38356164,90.09962565,11.32364773,0.08219178,0.40547945,113.787,0.74141049,14,74,61
0.263,0.323809523,0.381282495,0.705092018,0.067823343,0.203470031,0.117850953,0.191441441,0.44888889,87.99010181,5.513625031,0.0397351,0.35099338,111.581,0.73788003,10,81,52
0.263,0.366533864,0.489510489,0.856044353,0.139442231,0.250996015,0.226107226,0.209836065,0.38688525,91.08440061,15.68087058,0.13114754,0.46229508,113.152,0.74749722,24,66,65
0.263,0.304659498,0.389312977,0.693972475,0.051971326,0.23297491,0.125954199,0.199494949,0.37373737,87.458796,14.60305089,0.06565657,0.3459596,110.094,0.7017842,13,56,62
0.263,0.3296875,0.459930313,0.789617813,0.0828125,0.215625,0.196864111,0.239819004,0.39366516,90.9093502,10.91508003,0.11085973,0.47058824,112.62,0.73662207,24,85,84
0.263,0.316287878,0.416149068,0.732436946,0.041587901,0.183364839,0.15320911,0.235294117,0.39285714,87.26647418,15.86269431,0.04336735,0.32142857,107.557,0.81416838,16,60,63
0.263,0.327131782,0.445392491,0.772524273,0.071317829,0.241860465,0.182593857,0.164351851,0.39583333,89.94195258,8.93005655,0.0787037,0.40740741,114.062,0.73471146,20,72,89
0.263,0.304587155,0.378431372,0.683018527,0.053211009,0.181651376,0.115686274,0.207729468,0.32850242,88.340948,7.599348428,0.03381643,0.39371981,110.499,0.78524125,6,70,58
0.263,0.34264432,0.43907563,0.78171995,0.089385474,0.240223463,0.176470588,0.203438395,0.35530086,89.5902299,11.54301422,0.08595989,0.4469914,111.208,0.75433526,17,64,73
0.263,0.320422535,0.492277992,0.812700527,0.066901408,0.221830985,0.22972973,0.196969696,0.47222222,89.07791627,13.79496039,0.10353535,0.41666667,112.355,0.81243926,28,87,87
0.262,0.330097087,0.490238611,0.820335698,0.073786407,0.234951456,0.227765726,0.205797101,0.44347826,90.43669611,9.308266814,0.12173913,0.46086957,116.677,0.68110236,29,68,86
0.262,0.307692307,0.386895475,0.694587782,0.054992764,0.13748191,0.124804992,0.217948717,0.44202899,87.5769137,9.496968177,0.04347826,0.35326087,112.927,0.86477733,11,91,56
0.262,0.355029585,0.4,0.755029585,0.096646942,0.15581854,0.137931035,0.157458563,0.43922652,87.93695085,13.12756752,0.04696133,0.36740331,109.385,0.82909931,11,51,62
0.262,0.363259668,0.440514469,0.803774137,0.127071823,0.120165745,0.178456592,0.186219739,0.4264432,88.60829114,17.60592703,0.05400372,0.38175047,107.507,0.87407407,25,103,98
0.262,0.343799058,0.518716577,0.862515635,0.094191522,0.199372056,0.256684492,0.182648401,0.41324201,91.01923627,14.70424905,0.14840183,0.47260274,118.395,0.76699029,37,81,94
0.262,0.345276872,0.461254612,0.806531484,0.091205211,0.229641693,0.199261993,0.220843672,0.40198511,90.24271092,11.95273365,0.07940447,0.4292804,113.194,0.74224138,27,74,62
0.262,0.297420333,0.32428115,0.621701483,0.046616541,0.090225563,0.06230032,0.234458259,0.31064572,82.26479895,8.370397205,0,0.15532286,107.884,0.91431353,2,74,47
0.262,0.305927342,0.496907216,0.802834558,0.047801147,0.26003824,0.235051546,0.192090395,0.41525424,89.88587536,11.79316379,0.11016949,0.46327684,112.451,0.7199211,26,61,83
0.262,0.360497237,0.4141252,0.774622437,0.128453038,0.227900552,0.152487961,0.223427331,0.29067245,89.84197905,7.235607354,0.06507592,0.4143167,111.202,0.81995499,17,89,82
0.262,0.336936936,0.480885311,0.817822247,0.102702702,0.281081081,0.219315895,0.228070175,0.44444444,89.51818062,16.79319183,0.11403509,0.44736842,112.461,0.69557196,25,77,73
0.262,0.325806451,0.355871886,0.681678337,0.083735909,0.14331723,0.09430605,0.262156448,0.32494759,86.58105469,14.53422624,0.0293501,0.26834382,109.131,0.82752613,5,72,45
0.261,0.350531107,0.480565371,0.831096478,0.092564491,0.216995447,0.219081273,0.187066974,0.40415704,91.98495505,10.41104671,0.10161663,0.48960739,115.641,0.7484127,30,86,117
0.261,0.309121621,0.462794918,0.771916539,0.055743243,0.173986486,0.201451906,0.213333333,0.4,89.74946931,10.62945313,0.08444444,0.46,108.933,0.83517495,24,65,82
0.261,0.357407407,0.376873661,0.734281068,0.123844731,0.131238447,0.115631691,0.184343434,0.25814536,89.16077927,3.035222693,0.05263158,0.40601504,110.887,0.87382075,12,74,46
0.261,0.346830985,0.475903614,0.822734599,0.114436619,0.177816901,0.214859438,0.2,0.39,92.49263784,4.93233664,0.0875,0.515,115.84,0.77428852,27,75,88
0.261,0.328922495,0.388308977,0.717231472,0.083018867,0.211320754,0.127348643,0.207084468,0.33875339,89.0710085,9.063824564,0.04607046,0.4200542,113.031,0.83634431,10,63,44
0.261,0.314393939,0.327122153,0.641516092,0.06591337,0.13559322,0.066252588,0.208737864,0.35322196,86.16346373,4.288653031,0.01193317,0.29832936,109.755,0.89838337,4,66,48
0.261,0.359205776,0.4375,0.796705776,0.113718411,0.160649819,0.176724138,0.18863049,0.37726098,89.27041167,15.55548191,0.06718346,0.41343669,110.832,0.82824427,19,80,76
0.261,0.328712871,0.458797327,0.787510198,0.090196078,0.182352941,0.198218263,0.203856749,0.44903581,89.55972366,19.02035985,0.08423913,0.4048913,110.597,0.75326087,22,49,93
0.261,0.366533864,0.417840375,0.784374239,0.143141153,0.196819085,0.157276995,0.18902439,0.34743202,89.14540063,7.204551139,0.08761329,0.3776435,112.176,0.83628922,14,74,46
0.260,0.322222222,0.399590163,0.721812385,0.060998151,0.164510166,0.139344262,0.199494949,0.44938272,86.17007059,8.148002991,0.04444444,0.30617284,109.265,0.81329114,14,71,62
0.260,0.351046698,0.397769516,0.748816214,0.119808306,0.198083067,0.137546468,0.206235011,0.4504717,86.20812049,13.62106088,0.04245283,0.26179245,108.503,0.84300666,17,84,60
0.260,0.307829181,0.40917782,0.717007001,0.055160142,0.103202846,0.14913958,0.222698072,0.45824411,87.39980974,15.21317054,0.05781585,0.31691649,110.058,0.87033195,18,55,67
0.260,0.342560553,0.464566929,0.807127482,0.096885813,0.166089965,0.20472441,0.211538461,0.37740385,89.93866436,18.43441068,0.10336538,0.43028846,109.023,0.83168317,24,68,87
0.259,0.330739299,0.366013071,0.69675237,0.096899224,0.201550387,0.106753812,0.222841225,0.3767313,87.14220714,14.21384673,0.07756233,0.35734072,111.576,0.76082474,9,50,51
0.259,0.310495626,0.488076311,0.798571937,0.068513119,0.186588921,0.228934817,0.201183431,0.43503937,89.6192992,21.12138769,0.09251969,0.36811024,111.426,0.76470588,30,103,106
0.259,0.365853658,0.454379562,0.82023322,0.132621951,0.117378048,0.195255475,0.189189189,0.48232848,88.91220703,19.48651937,0.07276507,0.37629938,109.178,0.86206897,23,93,93
0.259,0.314685314,0.500959692,0.815645006,0.076923076,0.227272727,0.24184261,0.176322418,0.46095718,90.137589,15.61386224,0.14357683,0.44332494,116.414,0.77010407,31,89,96
0.259,0.299256505,0.424901185,0.72415769,0.044609665,0.236059479,0.166007905,0.128608923,0.37270341,89.97316262,8.702890547,0.06824147,0.43569554,111.603,0.771,19,60,73
0.259,0.32527881,0.402464065,0.727742875,0.085501858,0.171003717,0.143737166,0.188916876,0.36020151,89.33799446,5.315819694,0.05037783,0.41561713,113.842,0.80564263,8,57,63
0.258,0.31838565,0.402960526,0.721346176,0.069940476,0.1875,0.144736842,0.176842105,0.43852459,88.84669624,17.4448046,0.04897959,0.36734694,109.411,0.81044177,16,89,64
0.258,0.313821138,0.429328621,0.743149759,0.058536585,0.209756097,0.171378091,0.195899772,0.39407745,90.63912123,11.15447817,0.08428246,0.46469248,111.734,0.78090909,21,67,80
0.258,0.319467554,0.462246777,0.781714331,0.083194675,0.181364392,0.20441989,0.152272727,0.38409091,90.9793209,14.99470676,0.10454545,0.45909091,114.549,0.776,30,75,91
0.258,0.327459618,0.404567699,0.732027317,0.08784773,0.183016105,0.146818923,0.203665987,0.39511202,88.30501435,12.03386579,0.07707911,0.39350913,115.93,0.79983923,21,87,72
0.258,0.333333333,0.496563573,0.829896906,0.093797276,0.192133131,0.238831615,0.168466522,0.42764579,87.97258032,15.83217573,0.11206897,0.40086207,114.328,0.75462963,33,86,103
0.258,0.305309734,0.4352,0.740509734,0.056047197,0.311209439,0.1776,0.194774346,0.3824228,91.3301294,12.26708402,0.13776722,0.49406176,112.596,0.66875872,26,70,93
0.257,0.321766561,0.448695652,0.770462213,0.083464566,0.222047244,0.191304348,0.192219679,0.43607306,91.85661554,10.96668291,0.10958904,0.48858447,113.38,0.7155309,25,91,78
0.257,0.315372424,0.467826086,0.78319851,0.068037974,0.25949367,0.210434782,0.204326923,0.34855769,88.57326097,14.06321193,0.10791367,0.42206235,115.483,0.77348993,29,79,102
0.257,0.330033003,0.477941176,0.807974179,0.096880131,0.155993431,0.220588235,0.189309576,0.39911308,89.99462891,19.03313773,0.10132159,0.4185022,111.325,0.81313131,30,71,107
0.257,0.304,0.41105354,0.71505354,0.063897763,0.22683706,0.153713299,0.233031674,0.38235294,89.89402406,11.76337713,0.08803612,0.42437923,110.981,0.73176661,19,60,78
0.257,0.324695121,0.472081218,0.796776339,0.083841463,0.231707317,0.214890017,0.153498871,0.46049661,90.57986209,20.22160915,0.10158014,0.46049661,113.041,0.78671587,28,81,95
0.257,0.372456964,0.59217877,0.964635734,0.150234741,0.295774647,0.33519553,0.214492753,0.48,93.58964503,16.75851228,0.22285714,0.53428571,119.046,0.67171717,46,103,100
0.257,0.309982486,0.450570342,0.760552828,0.068181818,0.225524475,0.19391635,0.185463659,0.36658354,90.36163651,17.52492682,0.10723192,0.44887781,111.267,0.74818182,24,73,76
0.256,0.372815533,0.417249417,0.79006495,0.146435452,0.183044315,0.160839161,0.206586826,0.43274854,88.33973786,17.47603316,0.09064327,0.39766082,111.542,0.80365854,17,64,45
0.256,0.315589353,0.38559322,0.701182573,0.076045627,0.2243346,0.129237288,0.195592286,0.33884298,91.39214713,10.02368369,0.08264463,0.49035813,112.592,0.7641791,15,48,75
0.256,0.30798479,0.461065573,0.769050363,0.052930056,0.202268431,0.204918033,0.183246073,0.42597403,88.84172529,12.53253973,0.09090909,0.38961039,110.285,0.76464088,22,73,71
0.256,0.353049907,0.387096774,0.740146681,0.127541589,0.157116451,0.131182796,0.161458333,0.34895833,89.85425822,6.596106211,0.0703125,0.40625,113.497,0.82122261,13,62,64
0.255,0.326298701,0.431654676,0.757953377,0.082792207,0.232142857,0.176258993,0.20289855,0.36714976,88.92154396,9.650505306,0.10386473,0.41545894,113.87,0.7362069,21,77,71
0.255,0.324758842,0.489285714,0.814044556,0.090032154,0.255627009,0.233928572,0.190594059,0.39851485,91.99732475,11.41562912,0.11386139,0.51732673,113.774,0.75644444,28,100,82
0.255,0.315384615,0.491561181,0.806945796,0.074712643,0.231800766,0.23628692,0.174647887,0.44134078,90.54090009,17.65036724,0.10893855,0.43296089,112.462,0.75180972,29,62,72
0.255,0.304854368,0.449790794,0.754645162,0.065891472,0.236434108,0.194560669,0.221288515,0.44289694,88.62466627,14.49897967,0.09470752,0.35097493,110.351,0.72385321,21,64,74
0.255,0.314974182,0.385931558,0.70090574,0.056603773,0.16981132,0.131178707,0.235565819,0.43678161,85.50536882,12.74388399,0.04367816,0.33563218,106.562,0.8189415,14,58,78
0.255,0.30887372,0.486891385,0.795765105,0.06996587,0.274744027,0.232209738,0.221052631,0.39736842,89.05485197,16.34512361,0.11842105,0.39736842,114.598,0.70592885,33,77,89
0.255,0.292387543,0.421933085,0.714320628,0.03275862,0.23275862,0.167286245,0.228710462,0.43552311,90.08671875,15.58819074,0.08716707,0.43583535,113.102,0.71728595,23,59,80
0.255,0.312404287,0.494097807,0.806502094,0.076569678,0.147013782,0.239460371,0.188492063,0.49801587,88.99650453,20.03286598,0.06746032,0.37103175,110.605,0.83289589,34,81,105
0.254,0.344234079,0.437869822,0.782103901,0.108247422,0.28694158,0.183431953,0.221238938,0.45639535,88.1638839,17.42821401,0.10174419,0.38081395,110.68,0.69400922,20,92,73
0.254,0.325938566,0.366223908,0.692162474,0.080204778,0.155290102,0.111954459,0.200913242,0.38356164,86.32899008,12.84622039,0.06621005,0.30821918,108.284,0.81717452,12,57,46
0.254,0.336244541,0.470099667,0.806344208,0.096069868,0.199417758,0.215946844,0.201271186,0.46822034,91.24894895,19.19830012,0.10381356,0.43855932,112.439,0.79347001,31,108,98
0.254,0.363914373,0.424682395,0.788596768,0.122324159,0.23853211,0.170598911,0.180904522,0.41,91.73948166,11.28115407,0.1225,0.48,114.258,0.72419775,23,95,83
0.254,0.294303797,0.428087986,0.722391783,0.047468354,0.213607594,0.17428088,0.173535791,0.35791757,89.70352499,16.77072802,0.0867679,0.38611714,113.711,0.77566225,20,82,80
0.254,0.330536912,0.448863636,0.779400548,0.098993288,0.246644295,0.195075758,0.239583333,0.30569948,90.46190895,14.2606297,0.07253886,0.43264249,111.474,0.73133047,23,80,86
0.253,0.288808664,0.426103646,0.71491231,0.039426523,0.241935483,0.172744721,0.207253886,0.46428571,88.05765788,8.735347112,0.09620253,0.36202532,110.528,0.71350365,22,72,63
0.253,0.31837916,0.48548387,0.80386303,0.078147612,0.244573082,0.232258064,0.161220043,0.47276688,89.26359103,14.84332555,0.12636166,0.44662309,109.952,0.71848415,39,110,100
0.253,0.313856427,0.471766848,0.785623275,0.080133555,0.207011686,0.218579235,0.214117647,0.47887324,86.969183,20.7883606,0.08920188,0.34037559,110.786,0.77861953,28,77,90
0.253,0.287112561,0.407917383,0.695029944,0.040650406,0.269918699,0.154905335,0.23501199,0.33571429,88.03472327,12.62257624,0.08095238,0.35714286,109.778,0.71228845,15,79,73
0.252,0.35522388,0.382608695,0.737832575,0.13114754,0.2414307,0.130434782,0.18401937,0.34375,91.52434549,3.587977818,0.08173077,0.48076923,117.219,0.77299578,14,99,57
0.252,0.310408921,0.45194274,0.762351661,0.064814814,0.255555555,0.200408998,0.199438202,0.43258427,89.76824011,16.58368074,0.11173184,0.4273743,110.59,0.75829384,20,70,63
0.251,0.335652173,0.471287128,0.806939301,0.092013888,0.220486111,0.21980198,0.193717277,0.45549738,88.28385331,14.11301751,0.07832898,0.36292428,111.325,0.78422484,22,77,70
0.251,0.324697754,0.382978723,0.707676477,0.087628865,0.171821305,0.131528047,0.211904761,0.46462264,86.67101319,16.06433865,0.04245283,0.32311321,109.366,0.83366142,11,58,59
0.251,0.31372549,0.398563734,0.712289224,0.051948051,0.181818181,0.147217235,0.173913043,0.43141593,84.83556932,13.11186467,0.05530973,0.2699115,108.79,0.77075099,15,76,62
0.251,0.329411764,0.471482889,0.800894653,0.08907563,0.233613445,0.220532319,0.18877551,0.37244898,90.58433315,17.45093272,0.0994898,0.42602041,110.952,0.74569319,24,88,75
0.250,0.305841924,0.413084112,0.718926036,0.058419243,0.195876288,0.162616823,0.191943127,0.43396226,87.69491257,11.32019508,0.05188679,0.37735849,109.037,0.78065134,16,66,60
0.250,0.305418719,0.423423423,0.728842142,0.070607553,0.252873563,0.172972973,0.220588235,0.33823529,91.30461982,15.90567349,0.1495098,0.45833333,112.005,0.72416413,22,62,85
0.250,0.336842105,0.366269165,0.70311127,0.064661654,0.175939849,0.115843271,0.233545647,0.42887473,87.48326726,13.65544418,0.06794055,0.38428875,112.716,0.79922481,12,79,58
0.250,0.34137931,0.511904761,0.853284071,0.113793103,0.243103448,0.261904761,0.179836512,0.46321526,91.30922173,17.75144622,0.14986376,0.47956403,114.82,0.74951076,36,77,75
0.250,0.309259259,0.518292682,0.827551941,0.059259259,0.275925925,0.268292682,0.18443804,0.48991354,91.87458228,12.26023485,0.16714697,0.49279539,118.236,0.68264014,34,71,80
0.250,0.35201401,0.487804878,0.839818888,0.101576182,0.182136602,0.237804878,0.210796915,0.54498715,86.92575097,22.15893744,0.05912596,0.28277635,107.703,0.82777778,31,71,98
0.250,0.298181818,0.375,0.673181818,0.069090909,0.154545454,0.125,0.197149643,0.36065574,87.14395694,15.10795666,0.04215457,0.30913349,107.639,0.82041217,11,70,58
0.250,0.336752136,0.448818897,0.785571033,0.104273504,0.188034188,0.198818897,0.212345679,0.47160494,90.78410494,17.90536024,0.08395062,0.43209877,111.302,0.77722772,20,84,60
0.250,0.299847792,0.456198347,0.756046139,0.0608828,0.278538812,0.206611571,0.194379391,0.4228972,92.0566959,13.06883387,0.12850467,0.47429907,112.975,0.68630339,27,88,101
0.250,0.332242225,0.426443202,0.758685427,0.091503267,0.202614379,0.176908752,0.203349282,0.41626794,88.70725553,11.46868108,0.10501193,0.41050119,113.972,0.77777778,18,67,66
0.249,0.368243243,0.527162977,0.89540622,0.140202702,0.202702702,0.277665996,0.206349206,0.43915344,91.15670711,15.21170628,0.16137566,0.46296296,112.331,0.78032787,36,95,94
0.249,0.344522968,0.444897959,0.789420927,0.110526315,0.203508771,0.195918368,0.206896551,0.46560847,87.92742871,14.18138677,0.09186352,0.39632546,111.491,0.80095238,23,77,75
0.249,0.322067594,0.416299559,0.738367153,0.091089108,0.261386138,0.167400881,0.206896551,0.41049383,87.95208088,7.022850948,0.07098765,0.34876543,114.869,0.72466735,18,63,42
0.249,0.303292894,0.403738317,0.707031211,0.067590987,0.159445407,0.155140187,0.173120728,0.40632054,87.92924503,11.94525105,0.04514673,0.34537246,109.915,0.80645161,17,66,58
0.248,0.352733686,0.436853002,0.789586688,0.119929453,0.319223985,0.188405798,0.213815789,0.49019608,87.85485197,15.72505108,0.11111111,0.39542484,111.355,0.66574074,23,86,70
0.248,0.306666666,0.39874739,0.705414056,0.066287878,0.159090909,0.150313153,0.168341708,0.43034826,89.06780698,7.52483391,0.04975124,0.38557214,111.175,0.85558252,13,69,47
0.248,0.311349693,0.448979591,0.760329284,0.079632465,0.255742725,0.200680272,0.199063231,0.44055944,89.25838883,14.11045562,0.11421911,0.42424242,109.55,0.72719935,27,78,88
0.248,0.360347322,0.431034482,0.791381804,0.143270622,0.221418234,0.18275862,0.212962962,0.37644342,89.88091388,12.96893055,0.09006928,0.39030023,112.622,0.77068558,21,86,84
0.248,0.311074918,0.317857142,0.62893206,0.072933549,0.184764991,0.069642857,0.228832951,0.35033259,84.84478746,9.272688163,0.02439024,0.29711752,110.825,0.80797101,1,64,34
0.248,0.303867403,0.429223744,0.733091147,0.073204419,0.165745856,0.181126332,0.19012797,0.46252285,87.31794875,19.88131463,0.06764168,0.34917733,110.055,0.80839695,26,101,83
0.248,0.34375,0.439516129,0.783266129,0.090277777,0.151041666,0.191532259,0.1937046,0.47342995,90.05429166,14.83039574,0.07729469,0.40821256,115.193,0.81545894,22,73,61
0.248,0.325367647,0.4125,0.737867647,0.095238095,0.278388278,0.164583334,0.19760479,0.41317365,91.07761625,7.774780273,0.0952381,0.44345238,111.276,0.6871055,18,61,69
0.248,0.302970297,0.424568965,0.727539262,0.067061143,0.285996055,0.176724138,0.203761755,0.40123457,90.20329031,9.003394243,0.08641975,0.41666667,112.056,0.73298429,18,70,53
0.247,0.351749539,0.474835886,0.826585425,0.136279926,0.209944751,0.227571116,0.17094017,0.47863248,94.08872768,14.56189035,0.17378917,0.52706553,114.741,0.74765381,26,73,72
0.247,0.325203252,0.418647166,0.743850418,0.102106969,0.217179902,0.171846435,0.175480769,0.45673077,90.06261614,9.285961855,0.10047847,0.42583732,113.977,0.77076125,22,52,74
0.247,0.339837398,0.523364485,0.863201883,0.110569105,0.271544715,0.276635514,0.217391304,0.43126685,89.33590566,16.9308883,0.14016173,0.43126685,111.248,0.69249592,39,97,99
0.246,0.328897338,0.48812095,0.817018288,0.093155893,0.326996197,0.241900648,0.193220338,0.34237288,91.64087659,17.64345869,0.1559322,0.49491525,112.597,0.64853978,30,61,69
0.246,0.332339791,0.46179966,0.794139451,0.107142857,0.251488095,0.215619694,0.226415094,0.45518868,90.14117908,18.11287608,0.11058824,0.44235294,112.221,0.76237624,30,81,79
0.246,0.326633165,0.413988657,0.740621822,0.100502512,0.264656616,0.168241966,0.227027027,0.36898396,91.73952703,10.83630503,0.10427807,0.46256684,113.716,0.74913495,20,67,67
0.245,0.286259541,0.296146044,0.582405585,0.04961832,0.232824427,0.050709939,0.219839142,0.33512064,87.80617335,2.034339823,0.02949062,0.39142091,109.576,0.76878613,1,52,25
0.245,0.292220113,0.388548057,0.68076817,0.060721062,0.185958254,0.143149284,0.190355329,0.43797468,88.75136818,11.75687188,0.09367089,0.42025316,110.847,0.77969543,14,61,56
0.245,0.299509001,0.412078152,0.711587153,0.052117263,0.19218241,0.1669627,0.182432432,0.37472284,87.38597973,13.464648,0.06873614,0.35698448,112.501,0.80460751,18,83,64
0.245,0.318359375,0.398249452,0.716608827,0.095703125,0.2109375,0.153172866,0.223796033,0.38810198,90.72164926,16.41390896,0.09348442,0.45892351,109.855,0.77906977,14,55,69
0.245,0.327531645,0.508108108,0.835639753,0.102848101,0.276898734,0.263063063,0.163212435,0.42487047,92.09438755,15.7186741,0.16062176,0.49740933,115.066,0.70281124,39,108,107
